text,label,type_of_problem
Crane rental discount for your site—book: https://bank.example/848,spam,wsd
"Oh perfect, the network died during the demo.",ham,sarcasm
She bought a fresh apple at the market.,ham,wsd
"Even though it was late, they kept debugging.",ham,discourse_relations
Anita called Kunal after she finished the report.,ham,coreference_anaphora
"Before the deadline, complete KYC to continue: https://bank.example/593",spam,discourse_relations
Riya called Kunal since he ignored the alert—fix: https://air.example/319,spam,coreference_anaphora
Priya emailed Arun after she won ₹500—claim: https://secure.example/525,spam,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
You should not remove the validation split.,ham,negation_modality
Slides updated—see v2.1 notes 👍,ham,oov
Sara praised Nikhil as he solved the issue quickly.,ham,coreference_anaphora
"Before the talk began, the slides were updated.",ham,discourse_relations
Amazing news—your account is perfectly safe unless you click here: https://bank.example/480,spam,sarcasm
"Naya patch aaya hai, check karna.",ham,oov
We might deploy on Friday if tests pass.,ham,negation_modality
Yeh feature kaafi helpful tha.,ham,oov
We sipped hot java during the break.,ham,wsd
Yeh feature kaafi helpful tha.,ham,oov
Isha praised Kunal as he qualified for a reward: https://gift.example/824,spam,coreference_anaphora
Neha thanked Nikhil because she must verify the account now: https://pay.example/717,spam,coreference_anaphora
Fantastic job breaking the build again.,ham,sarcasm
"Before the talk began, the slides were updated.",ham,discourse_relations
Fantastic job breaking the build again.,ham,sarcasm
"Build baar baar fail ho raha hai, yaar.",ham,oov
Maya thanked Sanjay because he fixed the bug.,ham,coreference_anaphora
"Kavya emailed Vikram after he won ₹1,000—claim: https://promo.example/894",spam,coreference_anaphora
"Great, another crash—just what I needed.",ham,sarcasm
You should not remove the validation split.,ham,negation_modality
We improved throughput since the cache was tuned.,ham,discourse_relations
Exactly what I wanted—more flaky tests.,ham,sarcasm
He wrote a parser in Java for the assignment.,ham,wsd
Neha called Vikram after she finished the report.,ham,coreference_anaphora
Sara handed the parcel to Amit while he confirmed delivery at https://bank.example/661,spam,coreference_anaphora
We may postpone the release until Monday.,ham,negation_modality
We may postpone the release until Monday.,ham,negation_modality
Maya emailed Vikram after she won ₹500—claim: https://dealz.example/112,spam,coreference_anaphora
"Kal meeting hai, please be on time.",ham,oov
Crane rental discount for your site—book: https://verify.example/970,spam,wsd
Anita thanked Vikram because he fixed the bug.,ham,coreference_anaphora
"Brilliant, the slides loaded without images.",ham,sarcasm
Model output thoda weird lag raha hai.,ham,oov
The model is not better than the baseline.,ham,negation_modality
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"The model is accurate, but it is slow.",ham,discourse_relations
The model is not better than the baseline.,ham,negation_modality
"Java course 70% OFF, enroll today: https://gift.example/806",spam,wsd
"Great, another crash—just what I needed.",ham,sarcasm
The crane lifted the steel beams into place.,ham,wsd
"If the GPU overheats, the training will stop.",ham,discourse_relations
"Great, another crash—just what I needed.",ham,sarcasm
Apple giveaway—claim your laptop now: https://air.example/579,spam,wsd
We might deploy on Friday if tests pass.,ham,negation_modality
They grilled the bass with lemon and herbs.,ham,wsd
"If the GPU overheats, the training will stop.",ham,discourse_relations
Priya argued with Amit since she missed the deadline.,ham,coreference_anaphora
Win a free bass guitar! Confirm shipping: https://secure.example/486,spam,wsd
He wrote a parser in Java for the assignment.,ham,wsd
The model is not better than the baseline.,ham,negation_modality
"Naya patch aaya hai, check karna.",ham,oov
Access may be suspended unless you renew: https://secure.example/891,spam,negation_modality
Priya called Nikhil since she ignored the alert—fix: https://bank.example/225,spam,coreference_anaphora
We picnicked on the bank and watched the boats.,ham,wsd
"If you confirm today, you get 70% OFF: https://gift.example/767",spam,discourse_relations
We sipped hot java during the break.,ham,wsd
"The model is accurate, but it is slow.",ham,discourse_relations
Amazing news—your account is perfectly safe unless you click here: https://pay.example/525,spam,sarcasm
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
You should not remove the validation split.,ham,negation_modality
"After verification, your prize will be released: https://air.example/369",spam,discourse_relations
Crane rental discount for your site—book: https://gift.example/422,spam,wsd
The fix could improve latency.,ham,negation_modality
She bought a fresh apple at the market.,ham,wsd
"Oh perfect, the network died during the demo.",ham,sarcasm
Slides updated—see v2.1 notes 👍,ham,oov
We sipped hot java during the break.,ham,wsd
She bought a fresh apple at the market.,ham,wsd
Sara handed the laptop to Arun while she packed the cables.,ham,coreference_anaphora
Fantastic job breaking the build again.,ham,sarcasm
"If the GPU overheats, the training will stop.",ham,discourse_relations
Isha thanked Arun because she must verify the account now: https://verify.example/133,spam,coreference_anaphora
"Naya patch aaya hai, check karna.",ham,oov
She bought a fresh apple at the market.,ham,wsd
They grilled the bass with lemon and herbs.,ham,wsd
Crane rental discount for your site—book: https://gift.example/875,spam,wsd
Kavya called Kunal after he finished the report.,ham,coreference_anaphora
"The model is accurate, but it is slow.",ham,discourse_relations
"Naya patch aaya hai, check karna.",ham,oov
Bank alert: verify identity to avoid hold: https://secure.example/549,spam,wsd
"Build baar baar fail ho raha hai, yaar.",ham,oov
Apple giveaway—claim your laptop now: https://gift.example/288,spam,wsd
Sara praised Vikram as she qualified for a reward: https://verify.example/628,spam,coreference_anaphora
We may postpone the release until Monday.,ham,negation_modality
"Win ₹5,000 now #HotDealz 😎 tap → https://secure.example/887",spam,oov
"If the GPU overheats, the training will stop.",ham,discourse_relations
The model is not better than the baseline.,ham,negation_modality
Amazing news—your account is perfectly safe unless you click here: https://air.example/198,spam,sarcasm
"Even though it was late, they kept debugging.",ham,discourse_relations
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
"Oh perfect, the network died during the demo.",ham,sarcasm
FREE gift 🎁 limited time!! go: https://secure.example/752,spam,oov
"Wonderful timing, we 'randomly' picked you for a reward: https://gift.example/578",spam,sarcasm
This offer might expire today—act fast: https://pay.example/729,spam,negation_modality
Model output thoda weird lag raha hai.,ham,oov
Riya handed the laptop to Amit while she packed the cables.,ham,coreference_anaphora
Priya praised Sanjay as she solved the issue quickly.,ham,coreference_anaphora
Kavya argued with Rahul since he missed the deadline.,ham,coreference_anaphora
"Naya patch aaya hai, check karna.",ham,oov
"If the GPU overheats, the training will stop.",ham,discourse_relations
You must include error bars in the report.,ham,negation_modality
Anita emailed Sanjay when she reached the office.,ham,coreference_anaphora
"Naya patch aaya hai, check karna.",ham,oov
We may postpone the release until Monday.,ham,negation_modality
We may postpone the release until Monday.,ham,negation_modality
Anita called Amit after she finished the report.,ham,coreference_anaphora
The fix could improve latency.,ham,negation_modality
"Win ₹10,000 now #HotDealz 😎 tap → https://air.example/496",spam,oov
Maya emailed Amit when he reached the office.,ham,coreference_anaphora
She bought a fresh apple at the market.,ham,wsd
Riya praised Kunal as he solved the issue quickly.,ham,coreference_anaphora
A crane stood quietly by the lake at dawn.,ham,wsd
"If the GPU overheats, the training will stop.",ham,discourse_relations
"Although the interface is simple, new users struggle.",ham,discourse_relations
Neha emailed Sanjay when she reached the office.,ham,coreference_anaphora
We improved throughput since the cache was tuned.,ham,discourse_relations
We picnicked on the bank and watched the boats.,ham,wsd
Anita praised Rahul as he solved the issue quickly.,ham,coreference_anaphora
We might deploy on Friday if tests pass.,ham,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
"Although the interface is simple, new users struggle.",ham,discourse_relations
Brilliant offer: absolutely free if you pay shipping: https://secure.example/532,spam,sarcasm
Neha handed the laptop to Rahul while he packed the cables.,ham,coreference_anaphora
Brilliant offer: absolutely free if you pay shipping: https://bank.example/648,spam,sarcasm
Priya argued with Nikhil since she missed the deadline.,ham,coreference_anaphora
You must verify now or the account may be locked: https://promo.example/666,spam,negation_modality
You should not remove the validation split.,ham,negation_modality
"Brilliant, the slides loaded without images.",ham,sarcasm
She bought a fresh apple at the market.,ham,wsd
We sipped hot java during the break.,ham,wsd
Fantastic job breaking the build again.,ham,sarcasm
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Build baar baar fail ho raha hai, yaar.",ham,oov
Apple giveaway—claim your laptop now: https://gift.example/768,spam,wsd
"Oh perfect, the network died during the demo.",ham,sarcasm
Amazing news—your account is perfectly safe unless you click here: https://gift.example/324,spam,sarcasm
"If you confirm today, you get 60% OFF: https://secure.example/262",spam,discourse_relations
We sipped hot java during the break.,ham,wsd
You should not remove the validation split.,ham,negation_modality
"Naya patch aaya hai, check karna.",ham,oov
Crane rental discount for your site—book: https://verify.example/246,spam,wsd
"Brilliant, the slides loaded without images.",ham,sarcasm
You should not remove the validation split.,ham,negation_modality
He wrote a parser in Java for the assignment.,ham,wsd
Brilliant offer: absolutely free if you pay shipping: https://bank.example/950,spam,sarcasm
Get r!ch fast 💸 join: https://bank.example/487,spam,oov
You must verify now or the account may be locked: https://pay.example/706,spam,negation_modality
"Because your trial ended, renew now to avoid suspension: https://promo.example/441",spam,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
"Kal meeting hai, please be on time.",ham,oov
Yeh feature kaafi helpful tha.,ham,oov
Sara handed the parcel to Amit while he confirmed delivery at https://dealz.example/145,spam,coreference_anaphora
The crane lifted the steel beams into place.,ham,wsd
We might deploy on Friday if tests pass.,ham,negation_modality
"Java course 90% OFF, enroll today: https://bank.example/515",spam,wsd
Amazing news—your account is perfectly safe unless you click here: https://air.example/825,spam,sarcasm
You must include error bars in the report.,ham,negation_modality
Yeh feature kaafi helpful tha.,ham,oov
This offer might expire today—act fast: https://verify.example/619,spam,negation_modality
Priya praised Ravi as he solved the issue quickly.,ham,coreference_anaphora
Amazing news—your account is perfectly safe unless you click here: https://secure.example/152,spam,sarcasm
Amazing news—your account is perfectly safe unless you click here: https://secure.example/507,spam,sarcasm
They grilled the bass with lemon and herbs.,ham,wsd
The fix could improve latency.,ham,negation_modality
"Great, another crash—just what I needed.",ham,sarcasm
Password cannot be reset unless you confirm here: https://secure.example/394,spam,negation_modality
Model output thoda weird lag raha hai.,ham,oov
Riya handed the laptop to Nikhil while he packed the cables.,ham,coreference_anaphora
You should not remove the validation split.,ham,negation_modality
A crane stood quietly by the lake at dawn.,ham,wsd
Isha emailed Rahul when he reached the office.,ham,coreference_anaphora
Apple announced new laptops at the event.,ham,wsd
We picnicked on the bank and watched the boats.,ham,wsd
He wrote a parser in Java for the assignment.,ham,wsd
Amazing news—your account is perfectly safe unless you click here: https://dealz.example/905,spam,sarcasm
Riya argued with Vikram since she missed the deadline.,ham,coreference_anaphora
The crane lifted the steel beams into place.,ham,wsd
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
FREE gift 🎁 limited time!! go: https://bank.example/893,spam,oov
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
Isha thanked Nikhil because she must verify the account now: https://bank.example/492,spam,coreference_anaphora
Priya called Sanjay after he finished the report.,ham,coreference_anaphora
"After the upgrade finished, tests started failing.",ham,discourse_relations
Crane rental discount for your site—book: https://air.example/139,spam,wsd
You must include error bars in the report.,ham,negation_modality
FR33 access 2 premium vids ➜ https://gift.example/677,spam,oov
"If you confirm today, you get 70% OFF: https://pay.example/686",spam,discourse_relations
Kavya handed the laptop to Rahul while she packed the cables.,ham,coreference_anaphora
We sipped hot java during the break.,ham,wsd
A crane stood quietly by the lake at dawn.,ham,wsd
"Before the talk began, the slides were updated.",ham,discourse_relations
Brilliant offer: absolutely free if you pay shipping: https://verify.example/308,spam,sarcasm
"Wonderful timing, we 'randomly' picked you for a reward: https://dealz.example/192",spam,sarcasm
Maya thanked Nikhil because she fixed the bug.,ham,coreference_anaphora
It never converged on the small dataset.,ham,negation_modality
Kavya emailed Sanjay when he reached the office.,ham,coreference_anaphora
"Java course 50% OFF, enroll today: https://air.example/206",spam,wsd
Bank alert: verify identity to avoid hold: https://gift.example/150,spam,wsd
You must include error bars in the report.,ham,negation_modality
Riya praised Amit as he solved the issue quickly.,ham,coreference_anaphora
Exactly what I wanted—more flaky tests.,ham,sarcasm
Model output thoda weird lag raha hai.,ham,oov
Isha called Nikhil since she ignored the alert—fix: https://air.example/822,spam,coreference_anaphora
They grilled the bass with lemon and herbs.,ham,wsd
A crane stood quietly by the lake at dawn.,ham,wsd
He tuned the bass before the concert.,ham,wsd
"Build baar baar fail ho raha hai, yaar.",ham,oov
This offer might expire today—act fast: https://gift.example/586,spam,negation_modality
Model output thoda weird lag raha hai.,ham,oov
"Even though it was late, they kept debugging.",ham,discourse_relations
Isha handed the parcel to Ravi while she confirmed delivery at https://pay.example/273,spam,coreference_anaphora
The model is not better than the baseline.,ham,negation_modality
"Brilliant, the slides loaded without images.",ham,sarcasm
We sipped hot java during the break.,ham,wsd
We sipped hot java during the break.,ham,wsd
Yeh feature kaafi helpful tha.,ham,oov
"The model is accurate, but it is slow.",ham,discourse_relations
Apple announced new laptops at the event.,ham,wsd
Yeh feature kaafi helpful tha.,ham,oov
A crane stood quietly by the lake at dawn.,ham,wsd
"After the upgrade finished, tests started failing.",ham,discourse_relations
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
"Even though it was late, they kept debugging.",ham,discourse_relations
Password cannot be reset unless you confirm here: https://secure.example/212,spam,negation_modality
"After verification, your prize will be released: https://bank.example/631",spam,discourse_relations
Slides updated—see v2.1 notes 👍,ham,oov
Brilliant offer: absolutely free if you pay shipping: https://gift.example/554,spam,sarcasm
"Isha emailed Nikhil after he won ₹1,000—claim: https://dealz.example/642",spam,coreference_anaphora
Kavya called Nikhil since he ignored the alert—fix: https://air.example/898,spam,coreference_anaphora
"Although the interface is simple, new users struggle.",ham,discourse_relations
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Even though it was late, they kept debugging.",ham,discourse_relations
"Perf spiked on dataset_z13b, investigating.",ham,oov
"Although the interface is simple, new users struggle.",ham,discourse_relations
"The model is accurate, but it is slow.",ham,discourse_relations
The fix could improve latency.,ham,negation_modality
"Kal meeting hai, please be on time.",ham,oov
Amazing news—your account is perfectly safe unless you click here: https://secure.example/138,spam,sarcasm
We may postpone the release until Monday.,ham,negation_modality
Yeh feature kaafi helpful tha.,ham,oov
He tuned the bass before the concert.,ham,wsd
"Naya patch aaya hai, check karna.",ham,oov
Riya emailed Vikram when she reached the office.,ham,coreference_anaphora
He tuned the bass before the concert.,ham,wsd
"Build baar baar fail ho raha hai, yaar.",ham,oov
Get r!ch fast 💸 join: https://air.example/266,spam,oov
Fantastic job breaking the build again.,ham,sarcasm
You must update billing immediately: https://verify.example/522,spam,negation_modality
It never converged on the small dataset.,ham,negation_modality
We may postpone the release until Monday.,ham,negation_modality
The model is not better than the baseline.,ham,negation_modality
"After the upgrade finished, tests started failing.",ham,discourse_relations
We might deploy on Friday if tests pass.,ham,negation_modality
Apple announced new laptops at the event.,ham,wsd
Slides updated—see v2.1 notes 👍,ham,oov
We may postpone the release until Monday.,ham,negation_modality
Neha praised Nikhil as he solved the issue quickly.,ham,coreference_anaphora
You must include error bars in the report.,ham,negation_modality
The fix could improve latency.,ham,negation_modality
"Before the talk began, the slides were updated.",ham,discourse_relations
Access may be suspended unless you renew: https://pay.example/397,spam,negation_modality
"Naya patch aaya hai, check karna.",ham,oov
You must include error bars in the report.,ham,negation_modality
Anita argued with Kunal since she missed the deadline.,ham,coreference_anaphora
"Perfect, another exclusive deal just for you—totally not urgent: https://bank.example/609",spam,sarcasm
Get r!ch fast 💸 join: https://bank.example/977,spam,oov
The fix could improve latency.,ham,negation_modality
FREE gift 🎁 limited time!! go: https://dealz.example/750,spam,oov
Exactly what I wanted—more flaky tests.,ham,sarcasm
Maya called Kunal after she finished the report.,ham,coreference_anaphora
This offer might expire today—act fast: https://verify.example/746,spam,negation_modality
It never converged on the small dataset.,ham,negation_modality
"Naya patch aaya hai, check karna.",ham,oov
"Before the talk began, the slides were updated.",ham,discourse_relations
"Although you ignored the last alert, we can still restore access: https://verify.example/168",spam,discourse_relations
"Brilliant, the slides loaded without images.",ham,sarcasm
You should not remove the validation split.,ham,negation_modality
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
"Java course 50% OFF, enroll today: https://pay.example/633",spam,wsd
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Java course 70% OFF, enroll today: https://promo.example/276",spam,wsd
The crane lifted the steel beams into place.,ham,wsd
Amazing news—your account is perfectly safe unless you click here: https://promo.example/110,spam,sarcasm
"Wonderful timing, we 'randomly' picked you for a reward: https://pay.example/930",spam,sarcasm
You should not remove the validation split.,ham,negation_modality
We might deploy on Friday if tests pass.,ham,negation_modality
"Build baar baar fail ho raha hai, yaar.",ham,oov
Exactly what I wanted—more flaky tests.,ham,sarcasm
You must include error bars in the report.,ham,negation_modality
Fantastic job breaking the build again.,ham,sarcasm
A crane stood quietly by the lake at dawn.,ham,wsd
Model output thoda weird lag raha hai.,ham,oov
We sipped hot java during the break.,ham,wsd
Exactly what I wanted—more flaky tests.,ham,sarcasm
FR33 access 2 premium vids ➜ https://gift.example/847,spam,oov
Apple announced new laptops at the event.,ham,wsd
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
The fix could improve latency.,ham,negation_modality
It never converged on the small dataset.,ham,negation_modality
You must update billing immediately: https://air.example/558,spam,negation_modality
He wrote a parser in Java for the assignment.,ham,wsd
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Riya emailed Amit when he reached the office.,ham,coreference_anaphora
Brilliant offer: absolutely free if you pay shipping: https://air.example/417,spam,sarcasm
Exactly what I wanted—more flaky tests.,ham,sarcasm
They grilled the bass with lemon and herbs.,ham,wsd
"Because your trial ended, renew now to avoid suspension: https://promo.example/917",spam,discourse_relations
Priya handed the laptop to Arun while she packed the cables.,ham,coreference_anaphora
We improved throughput since the cache was tuned.,ham,discourse_relations
"If you confirm today, you get 50% OFF: https://gift.example/300",spam,discourse_relations
FREE gift 🎁 limited time!! go: https://dealz.example/324,spam,oov
We improved throughput since the cache was tuned.,ham,discourse_relations
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Isha called Kunal after she finished the report.,ham,coreference_anaphora
Password cannot be reset unless you confirm here: https://gift.example/480,spam,negation_modality
"Win ₹10,000 now #HotDealz 😎 tap → https://air.example/836",spam,oov
new v1agra dealz 70%OFF 👉 https://secure.example/438,spam,oov
Brilliant offer: absolutely free if you pay shipping: https://gift.example/555,spam,sarcasm
"Great, another crash—just what I needed.",ham,sarcasm
We improved throughput since the cache was tuned.,ham,discourse_relations
Fantastic job breaking the build again.,ham,sarcasm
The model is not better than the baseline.,ham,negation_modality
"Oh perfect, the network died during the demo.",ham,sarcasm
Anita praised Kunal as she solved the issue quickly.,ham,coreference_anaphora
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Riya thanked Amit because he fixed the bug.,ham,coreference_anaphora
They grilled the bass with lemon and herbs.,ham,wsd
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
We might deploy on Friday if tests pass.,ham,negation_modality
FREE gift 🎁 limited time!! go: https://air.example/104,spam,oov
Neha praised Arun as he solved the issue quickly.,ham,coreference_anaphora
"Isha emailed Rahul after he won ₹2,000—claim: https://verify.example/884",spam,coreference_anaphora
The fix could improve latency.,ham,negation_modality
This offer might expire today—act fast: https://bank.example/235,spam,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
FR33 access 2 premium vids ➜ https://verify.example/694,spam,oov
"Build baar baar fail ho raha hai, yaar.",ham,oov
"Perf spiked on dataset_z13b, investigating.",ham,oov
"Before the deadline, complete KYC to continue: https://promo.example/776",spam,discourse_relations
"If the GPU overheats, the training will stop.",ham,discourse_relations
"Oh perfect, the network died during the demo.",ham,sarcasm
"If you confirm today, you get 65% OFF: https://air.example/849",spam,discourse_relations
A crane stood quietly by the lake at dawn.,ham,wsd
The crane lifted the steel beams into place.,ham,wsd
Win a free bass guitar! Confirm shipping: https://gift.example/832,spam,wsd
"Naya patch aaya hai, check karna.",ham,oov
"Before the talk began, the slides were updated.",ham,discourse_relations
Apple announced new laptops at the event.,ham,wsd
Isha handed the laptop to Sanjay while she packed the cables.,ham,coreference_anaphora
FREE gift 🎁 limited time!! go: https://dealz.example/319,spam,oov
Fantastic job breaking the build again.,ham,sarcasm
FR33 access 2 premium vids ➜ https://air.example/481,spam,oov
We sipped hot java during the break.,ham,wsd
"Perf spiked on dataset_z13b, investigating.",ham,oov
Sara called Sanjay after she finished the report.,ham,coreference_anaphora
Apple announced new laptops at the event.,ham,wsd
We might deploy on Friday if tests pass.,ham,negation_modality
Password cannot be reset unless you confirm here: https://air.example/819,spam,negation_modality
Sara thanked Ravi because he fixed the bug.,ham,coreference_anaphora
"Build baar baar fail ho raha hai, yaar.",ham,oov
Exactly what I wanted—more flaky tests.,ham,sarcasm
"Naya patch aaya hai, check karna.",ham,oov
We improved throughput since the cache was tuned.,ham,discourse_relations
They grilled the bass with lemon and herbs.,ham,wsd
It never converged on the small dataset.,ham,negation_modality
"Although you ignored the last alert, we can still restore access: https://pay.example/572",spam,discourse_relations
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Yeh feature kaafi helpful tha.,ham,oov
Anita called Rahul since she ignored the alert—fix: https://secure.example/881,spam,coreference_anaphora
Riya thanked Vikram because he fixed the bug.,ham,coreference_anaphora
They grilled the bass with lemon and herbs.,ham,wsd
We may postpone the release until Monday.,ham,negation_modality
Amazing news—your account is perfectly safe unless you click here: https://verify.example/583,spam,sarcasm
A crane stood quietly by the lake at dawn.,ham,wsd
"Build baar baar fail ho raha hai, yaar.",ham,oov
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Isha argued with Rahul since he missed the deadline.,ham,coreference_anaphora
It never converged on the small dataset.,ham,negation_modality
He tuned the bass before the concert.,ham,wsd
He wrote a parser in Java for the assignment.,ham,wsd
"Perfect, another exclusive deal just for you—totally not urgent: https://bank.example/649",spam,sarcasm
"Kal meeting hai, please be on time.",ham,oov
"Although the interface is simple, new users struggle.",ham,discourse_relations
Model output thoda weird lag raha hai.,ham,oov
The fix could improve latency.,ham,negation_modality
Maya praised Ravi as she solved the issue quickly.,ham,coreference_anaphora
Isha praised Sanjay as he qualified for a reward: https://verify.example/559,spam,coreference_anaphora
"Because your trial ended, renew now to avoid suspension: https://promo.example/727",spam,discourse_relations
Fantastic job breaking the build again.,ham,sarcasm
He tuned the bass before the concert.,ham,wsd
Neha thanked Kunal because she fixed the bug.,ham,coreference_anaphora
"Even though it was late, they kept debugging.",ham,discourse_relations
Slides updated—see v2.1 notes 👍,ham,oov
Fantastic job breaking the build again.,ham,sarcasm
He wrote a parser in Java for the assignment.,ham,wsd
We may postpone the release until Monday.,ham,negation_modality
"Perf spiked on dataset_z13b, investigating.",ham,oov
"Great, another crash—just what I needed.",ham,sarcasm
Riya called Arun after she finished the report.,ham,coreference_anaphora
They grilled the bass with lemon and herbs.,ham,wsd
Riya argued with Nikhil since she missed the deadline.,ham,coreference_anaphora
Maya called Amit since she ignored the alert—fix: https://secure.example/229,spam,coreference_anaphora
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
A crane stood quietly by the lake at dawn.,ham,wsd
Anita handed the laptop to Ravi while she packed the cables.,ham,coreference_anaphora
"Perfect, another exclusive deal just for you—totally not urgent: https://dealz.example/545",spam,sarcasm
Access may be suspended unless you renew: https://gift.example/283,spam,negation_modality
It never converged on the small dataset.,ham,negation_modality
"If you confirm today, you get 65% OFF: https://verify.example/308",spam,discourse_relations
Neha argued with Nikhil since she missed the deadline.,ham,coreference_anaphora
"Build baar baar fail ho raha hai, yaar.",ham,oov
The crane lifted the steel beams into place.,ham,wsd
"Oh perfect, the network died during the demo.",ham,sarcasm
Sara argued with Nikhil since she missed the deadline.,ham,coreference_anaphora
You must update billing immediately: https://pay.example/389,spam,negation_modality
You must include error bars in the report.,ham,negation_modality
"Maya emailed Vikram after he won ₹1,000—claim: https://dealz.example/733",spam,coreference_anaphora
"Naya patch aaya hai, check karna.",ham,oov
Access may be suspended unless you renew: https://promo.example/539,spam,negation_modality
The fix could improve latency.,ham,negation_modality
FREE gift 🎁 limited time!! go: https://promo.example/609,spam,oov
Apple giveaway—claim your laptop now: https://verify.example/710,spam,wsd
Yeh feature kaafi helpful tha.,ham,oov
"Naya patch aaya hai, check karna.",ham,oov
We picnicked on the bank and watched the boats.,ham,wsd
Isha praised Vikram as she qualified for a reward: https://promo.example/142,spam,coreference_anaphora
Maya argued with Ravi since he missed the deadline.,ham,coreference_anaphora
"Build baar baar fail ho raha hai, yaar.",ham,oov
We sipped hot java during the break.,ham,wsd
"Riya emailed Ravi after he won ₹10,000—claim: https://air.example/819",spam,coreference_anaphora
Anita argued with Kunal since he missed the deadline.,ham,coreference_anaphora
Model output thoda weird lag raha hai.,ham,oov
You must verify now or the account may be locked: https://bank.example/308,spam,negation_modality
Sara thanked Ravi because he fixed the bug.,ham,coreference_anaphora
"Even though it was late, they kept debugging.",ham,discourse_relations
"Because your trial ended, renew now to avoid suspension: https://bank.example/128",spam,discourse_relations
Anita thanked Kunal because he must verify the account now: https://pay.example/572,spam,coreference_anaphora
"Before the talk began, the slides were updated.",ham,discourse_relations
"Even though it was late, they kept debugging.",ham,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
"The model is accurate, but it is slow.",ham,discourse_relations
"Although you ignored the last alert, we can still restore access: https://gift.example/543",spam,discourse_relations
"Even though it was late, they kept debugging.",ham,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
Fantastic job breaking the build again.,ham,sarcasm
Isha called Sanjay after she finished the report.,ham,coreference_anaphora
"If you confirm today, you get 80% OFF: https://promo.example/584",spam,discourse_relations
Maya handed the laptop to Arun while he packed the cables.,ham,coreference_anaphora
He tuned the bass before the concert.,ham,wsd
"Naya patch aaya hai, check karna.",ham,oov
Model output thoda weird lag raha hai.,ham,oov
You must verify now or the account may be locked: https://promo.example/303,spam,negation_modality
The crane lifted the steel beams into place.,ham,wsd
You should not remove the validation split.,ham,negation_modality
"Perf spiked on dataset_z13b, investigating.",ham,oov
"If the GPU overheats, the training will stop.",ham,discourse_relations
We improved throughput since the cache was tuned.,ham,discourse_relations
A crane stood quietly by the lake at dawn.,ham,wsd
We sipped hot java during the break.,ham,wsd
Yeh feature kaafi helpful tha.,ham,oov
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
We improved throughput since the cache was tuned.,ham,discourse_relations
The model is not better than the baseline.,ham,negation_modality
Access may be suspended unless you renew: https://pay.example/423,spam,negation_modality
A crane stood quietly by the lake at dawn.,ham,wsd
"Sara emailed Kunal after he won ₹10,000—claim: https://air.example/364",spam,coreference_anaphora
"Although the interface is simple, new users struggle.",ham,discourse_relations
"Great, another crash—just what I needed.",ham,sarcasm
Riya argued with Kunal since she missed the deadline.,ham,coreference_anaphora
Fantastic job breaking the build again.,ham,sarcasm
Kavya called Vikram after he finished the report.,ham,coreference_anaphora
Model output thoda weird lag raha hai.,ham,oov
"Before the talk began, the slides were updated.",ham,discourse_relations
Exactly what I wanted—more flaky tests.,ham,sarcasm
Brilliant offer: absolutely free if you pay shipping: https://promo.example/195,spam,sarcasm
Maya called Rahul after he finished the report.,ham,coreference_anaphora
Yeh feature kaafi helpful tha.,ham,oov
"Build baar baar fail ho raha hai, yaar.",ham,oov
The fix could improve latency.,ham,negation_modality
"If you confirm today, you get 90% OFF: https://dealz.example/605",spam,discourse_relations
"After the upgrade finished, tests started failing.",ham,discourse_relations
We might deploy on Friday if tests pass.,ham,negation_modality
"If the GPU overheats, the training will stop.",ham,discourse_relations
"Although you ignored the last alert, we can still restore access: https://promo.example/707",spam,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
We improved throughput since the cache was tuned.,ham,discourse_relations
Fantastic job breaking the build again.,ham,sarcasm
"After the upgrade finished, tests started failing.",ham,discourse_relations
"The model is accurate, but it is slow.",ham,discourse_relations
FREE gift 🎁 limited time!! go: https://verify.example/104,spam,oov
Yeh feature kaafi helpful tha.,ham,oov
